"TIME","GEO","TRA_INFR","UNIT","Value","Flag and Footnotes"
"2011","Romania","Motorways","Kilometre","350",""
"2011","Romania","E-roads","Kilometre","6,188",""
"2011","Slovenia","Motorways","Kilometre","768",""
"2011","Slovenia","E-roads","Kilometre","725",""
"2011","Slovakia","Motorways","Kilometre","419.2",""
"2011","Slovakia","E-roads","Kilometre","1,535.6",""
"2011","Finland","Motorways","Kilometre","790",""
"2011","Finland","E-roads","Kilometre","4,170",""
"2011","Sweden","Motorways","Kilometre","1,957",""
"2011","Sweden","E-roads","Kilometre","6,453",""
"2011","United Kingdom","Motorways","Kilometre","3,685.7","d"
"2011","United Kingdom","E-roads","Kilometre",":",""
"2011","Iceland","Motorways","Kilometre",":",""
"2011","Iceland","E-roads","Kilometre",":",""
"2011","Norway","Motorways","Kilometre","393",""
"2011","Norway","E-roads","Kilometre",":",""
"2011","Switzerland","Motorways","Kilometre","1,415",""
"2011","Switzerland","E-roads","Kilometre","1,466",""
"2011","Former Yugoslav Republic of Macedonia, the","Motorways","Kilometre","259",""
"2011","Former Yugoslav Republic of Macedonia, the","E-roads","Kilometre","553",""
"2011","Turkey","Motorways","Kilometre","2,119",""
"2011","Turkey","E-roads","Kilometre",":",""
"2012","Belgium","Motorways","Kilometre",":",""
"2012","Belgium","E-roads","Kilometre",":",""
"2012","Bulgaria","Motorways","Kilometre","541",""
"2012","Bulgaria","E-roads","Kilometre","2,899",""
"2012","Czechia","Motorways","Kilometre","751",""
"2012","Czechia","E-roads","Kilometre","2,634",""
"2012","Denmark","Motorways","Kilometre",":",""
"2012","Denmark","E-roads","Kilometre",":",""
"2012","Germany (until 1990 former territory of the FRG)","Motorways","Kilometre","12,879",""
"2012","Germany (until 1990 former territory of the FRG)","E-roads","Kilometre",":",""
"2012","Estonia","Motorways","Kilometre","124","d"
"2012","Estonia","E-roads","Kilometre","995",""
"2012","Ireland","Motorways","Kilometre","900",""
"2012","Ireland","E-roads","Kilometre",":",""
"2012","Greece","Motorways","Kilometre",":",""
"2012","Greece","E-roads","Kilometre",":",""
"2012","Spain","Motorways","Kilometre","14,701","d"
"2012","Spain","E-roads","Kilometre",":",""
"2012","France","Motorways","Kilometre","11,413",""
"2012","France","E-roads","Kilometre","13,175",""
"2012","Croatia","Motorways","Kilometre","1,254",""
"2012","Croatia","E-roads","Kilometre","2,251",""
"2012","Italy","Motorways","Kilometre","6,726",""
"2012","Italy","E-roads","Kilometre",":",""
"2012","Cyprus","Motorways","Kilometre","257",""
"2012","Cyprus","E-roads","Kilometre",":",""
"2012","Latvia","Motorways","Kilometre","0",""
"2012","Latvia","E-roads","Kilometre","202",""
"2012","Lithuania","Motorways","Kilometre","309",""
"2012","Lithuania","E-roads","Kilometre","1,642",""
"2012","Luxembourg","Motorways","Kilometre","152",""
"2012","Luxembourg","E-roads","Kilometre",":",""
"2012","Hungary","Motorways","Kilometre","1,515.1",""
"2012","Hungary","E-roads","Kilometre","2,331.5",""
"2012","Malta","Motorways","Kilometre",":",""
"2012","Malta","E-roads","Kilometre",":",""
"2012","Netherlands","Motorways","Kilometre","2,658",""
"2012","Netherlands","E-roads","Kilometre",":",""
"2012","Austria","Motorways","Kilometre","1,719",""
"2012","Austria","E-roads","Kilometre","2,248",""
"2012","Poland","Motorways","Kilometre","1,365",""
"2012","Poland","E-roads","Kilometre","5,500",""
"2012","Portugal","Motorways","Kilometre","2,988","d"
"2012","Portugal","E-roads","Kilometre","2,244","d"
"2012","Romania","Motorways","Kilometre","550",""
"2012","Romania","E-roads","Kilometre","6,263",""
"2012","Slovenia","Motorways","Kilometre","769",""
"2012","Slovenia","E-roads","Kilometre","725",""
"2012","Slovakia","Motorways","Kilometre","419.2",""
"2012","Slovakia","E-roads","Kilometre","1,535.1",""
"2012","Finland","Motorways","Kilometre","780",""
"2012","Finland","E-roads","Kilometre","4,212",""
"2012","Sweden","Motorways","Kilometre","2,004",""
"2012","Sweden","E-roads","Kilometre","6,746",""
"2012","United Kingdom","Motorways","Kilometre","3,732.52",""
"2012","United Kingdom","E-roads","Kilometre",":",""
"2012","Iceland","Motorways","Kilometre",":",""
"2012","Iceland","E-roads","Kilometre",":",""
"2012","Norway","Motorways","Kilometre","392",""
"2012","Norway","E-roads","Kilometre",":",""
"2012","Switzerland","Motorways","Kilometre","1,419",""
"2012","Switzerland","E-roads","Kilometre","1,466",""
"2012","Former Yugoslav Republic of Macedonia, the","Motorways","Kilometre","259",""
"2012","Former Yugoslav Republic of Macedonia, the","E-roads","Kilometre","553",""
"2012","Turkey","Motorways","Kilometre","2,127",""
"2012","Turkey","E-roads","Kilometre","9,361",""
"2013","Belgium","Motorways","Kilometre",":",""
"2013","Belgium","E-roads","Kilometre",":",""
"2013","Bulgaria","Motorways","Kilometre","605",""
"2013","Bulgaria","E-roads","Kilometre","2,899",""
"2013","Czechia","Motorways","Kilometre","776",""
"2013","Czechia","E-roads","Kilometre","2,632",""
"2013","Denmark","Motorways","Kilometre",":",""
"2013","Denmark","E-roads","Kilometre",":",""
"2013","Germany (until 1990 former territory of the FRG)","Motorways","Kilometre","12,917",""
"2013","Germany (until 1990 former territory of the FRG)","E-roads","Kilometre",":",""
"2013","Estonia","Motorways","Kilometre","140","d"
"2013","Estonia","E-roads","Kilometre","995",""
"2013","Ireland","Motorways","Kilometre","897","d"
"2013","Ireland","E-roads","Kilometre",":",""
"2013","Greece","Motorways","Kilometre",":",""
"2013","Greece","E-roads","Kilometre",":",""
"2013","Spain","Motorways","Kilometre","14,981","d"
"2013","Spain","E-roads","Kilometre",":",""
"2013","France","Motorways","Kilometre","11,552",""
"2013","France","E-roads","Kilometre","13,175",""
"2013","Croatia","Motorways","Kilometre","1,289",""
"2013","Croatia","E-roads","Kilometre","2,200",""
"2013","Italy","Motorways","Kilometre","6,751",""
"2013","Italy","E-roads","Kilometre",":",""
"2013","Cyprus","Motorways","Kilometre","257",""
"2013","Cyprus","E-roads","Kilometre",":",""
"2013","Latvia","Motorways","Kilometre","0",""
"2013","Latvia","E-roads","Kilometre","202",""
"2013","Lithuania","Motorways","Kilometre","309",""
"2013","Lithuania","E-roads","Kilometre","1,639",""
"2013","Luxembourg","Motorways","Kilometre","152",""
"2013","Luxembourg","E-roads","Kilometre",":",""
"2013","Hungary","Motorways","Kilometre","1,766.9",""
"2013","Hungary","E-roads","Kilometre","2,351.8",""
"2013","Malta","Motorways","Kilometre",":",""
"2013","Malta","E-roads","Kilometre",":",""
"2013","Netherlands","Motorways","Kilometre","2,666",""
"2013","Netherlands","E-roads","Kilometre",":",""
"2013","Austria","Motorways","Kilometre","1,719",""
"2013","Austria","E-roads","Kilometre","2,248",""
"2013","Poland","Motorways","Kilometre","1,482",""
"2013","Poland","E-roads","Kilometre","5,500",""
"2013","Portugal","Motorways","Kilometre","3,035","d"
"2013","Portugal","E-roads","Kilometre","2,241","d"
"2013","Romania","Motorways","Kilometre","644",""
"2013","Romania","E-roads","Kilometre","6,269",""
"2013","Slovenia","Motorways","Kilometre","769",""
"2013","Slovenia","E-roads","Kilometre","725",""
"2013","Slovakia","Motorways","Kilometre","419.8",""
"2013","Slovakia","E-roads","Kilometre","1,528",""
"2013","Finland","Motorways","Kilometre","810",""
"2013","Finland","E-roads","Kilometre","4,210",""
"2013","Sweden","Motorways","Kilometre","2,044",""
"2013","Sweden","E-roads","Kilometre","6,745",""
"2013","United Kingdom","Motorways","Kilometre","3,756.02",""
"2013","United Kingdom","E-roads","Kilometre",":",""
"2013","Iceland","Motorways","Kilometre",":",""
"2013","Iceland","E-roads","Kilometre",":",""
"2013","Norway","Motorways","Kilometre",":",""
"2013","Norway","E-roads","Kilometre",":",""
"2013","Switzerland","Motorways","Kilometre","1,419",""
"2013","Switzerland","E-roads","Kilometre","1,466",""
"2013","Former Yugoslav Republic of Macedonia, the","Motorways","Kilometre","259",""
"2013","Former Yugoslav Republic of Macedonia, the","E-roads","Kilometre","553",""
"2013","Turkey","Motorways","Kilometre","2,127",""
"2013","Turkey","E-roads","Kilometre","9,353",""
"2014","Belgium","Motorways","Kilometre",":",""
"2014","Belgium","E-roads","Kilometre",":",""
"2014","Bulgaria","Motorways","Kilometre","610",""
"2014","Bulgaria","E-roads","Kilometre","2,926",""
"2014","Czechia","Motorways","Kilometre","776",""
"2014","Czechia","E-roads","Kilometre","2,628",""
"2014","Denmark","Motorways","Kilometre",":",""
"2014","Denmark","E-roads","Kilometre",":",""
"2014","Germany (until 1990 former territory of the FRG)","Motorways","Kilometre","12,949",""
"2014","Germany (until 1990 former territory of the FRG)","E-roads","Kilometre",":",""
"2014","Estonia","Motorways","Kilometre","141",""
"2014","Estonia","E-roads","Kilometre","995",""
"2014","Ireland","Motorways","Kilometre","897",""
"2014","Ireland","E-roads","Kilometre",":",""
"2014","Greece","Motorways","Kilometre",":",""
"2014","Greece","E-roads","Kilometre",":",""
"2014","Spain","Motorways","Kilometre","15,049","d"
"2014","Spain","E-roads","Kilometre","0","d"
"2014","France","Motorways","Kilometre","11,560",""
"2014","France","E-roads","Kilometre","13,175",""
"2014","Croatia","Motorways","Kilometre","1,290",""
"2014","Croatia","E-roads","Kilometre","2,251",""
"2014","Italy","Motorways","Kilometre","6,844",""
"2014","Italy","E-roads","Kilometre",":",""
"2014","Cyprus","Motorways","Kilometre","257",""
"2014","Cyprus","E-roads","Kilometre",":",""
"2014","Latvia","Motorways","Kilometre","0",""
"2014","Latvia","E-roads","Kilometre","202",""
"2014","Lithuania","Motorways","Kilometre","309",""
"2014","Lithuania","E-roads","Kilometre","1,639",""
"2014","Luxembourg","Motorways","Kilometre","152",""
"2014","Luxembourg","E-roads","Kilometre",":",""
"2014","Hungary","Motorways","Kilometre","1,781.8",""
"2014","Hungary","E-roads","Kilometre","2,345.3",""
"2014","Malta","Motorways","Kilometre",":",""
"2014","Malta","E-roads","Kilometre",":",""
"2014","Netherlands","Motorways","Kilometre","2,678",""
"2014","Netherlands","E-roads","Kilometre",":",""
"2014","Austria","Motorways","Kilometre","1,719",""
"2014","Austria","E-roads","Kilometre","2,248",""
"2014","Poland","Motorways","Kilometre","1,556",""
"2014","Poland","E-roads","Kilometre","5,500",""
"2014","Portugal","Motorways","Kilometre","3,065","d"
"2014","Portugal","E-roads","Kilometre","2,241",""
"2014","Romania","Motorways","Kilometre","683",""
"2014","Romania","E-roads","Kilometre","6,194",""
"2014","Slovenia","Motorways","Kilometre","769",""
"2014","Slovenia","E-roads","Kilometre","725",""
"2014","Slovakia","Motorways","Kilometre","419.7",""
"2014","Slovakia","E-roads","Kilometre","1,523.5",""
"2014","Finland","Motorways","Kilometre","881",""
"2014","Finland","E-roads","Kilometre","4,216",""
"2014","Sweden","Motorways","Kilometre","2,088",""
"2014","Sweden","E-roads","Kilometre","6,742",""
"2014","United Kingdom","Motorways","Kilometre","3,759.62",""
"2014","United Kingdom","E-roads","Kilometre",":",""
"2014","Iceland","Motorways","Kilometre",":",""
"2014","Iceland","E-roads","Kilometre",":",""
"2014","Norway","Motorways","Kilometre",":",""
"2014","Norway","E-roads","Kilometre",":",""
"2014","Switzerland","Motorways","Kilometre","1,429",""
"2014","Switzerland","E-roads","Kilometre","1,466","d"
"2014","Former Yugoslav Republic of Macedonia, the","Motorways","Kilometre","259",""
"2014","Former Yugoslav Republic of Macedonia, the","E-roads","Kilometre","553",""
"2014","Turkey","Motorways","Kilometre","2,282",""
"2014","Turkey","E-roads","Kilometre","9,353",""
"2015","Belgium","Motorways","Kilometre",":",""
"2015","Belgium","E-roads","Kilometre",":",""
"2015","Bulgaria","Motorways","Kilometre","734",""
"2015","Bulgaria","E-roads","Kilometre","2,926",""
"2015","Czechia","Motorways","Kilometre","776",""
"2015","Czechia","E-roads","Kilometre","2,628",""
"2015","Denmark","Motorways","Kilometre",":",""
"2015","Denmark","E-roads","Kilometre",":",""
"2015","Germany (until 1990 former territory of the FRG)","Motorways","Kilometre","12,993",""
"2015","Germany (until 1990 former territory of the FRG)","E-roads","Kilometre",":",""
"2015","Estonia","Motorways","Kilometre","147",""
"2015","Estonia","E-roads","Kilometre","953",""
"2015","Ireland","Motorways","Kilometre","916",""
"2015","Ireland","E-roads","Kilometre",":",""
"2015","Greece","Motorways","Kilometre",":",""
"2015","Greece","E-roads","Kilometre",":",""
"2015","Spain","Motorways","Kilometre","15,336","d"
"2015","Spain","E-roads","Kilometre",":",""
"2015","France","Motorways","Kilometre","11,599",""
"2015","France","E-roads","Kilometre","12,797",""
"2015","Croatia","Motorways","Kilometre","1,310",""
"2015","Croatia","E-roads","Kilometre","2,251",""
"2015","Italy","Motorways","Kilometre","6,943",""
"2015","Italy","E-roads","Kilometre",":",""
"2015","Cyprus","Motorways","Kilometre","272",""
"2015","Cyprus","E-roads","Kilometre",":",""
"2015","Latvia","Motorways","Kilometre","0",""
"2015","Latvia","E-roads","Kilometre","202",""
"2015","Lithuania","Motorways","Kilometre","309",""
"2015","Lithuania","E-roads","Kilometre","1,639",""
"2015","Luxembourg","Motorways","Kilometre","161",""
"2015","Luxembourg","E-roads","Kilometre",":",""
"2015","Hungary","Motorways","Kilometre","1,883.9",""
"2015","Hungary","E-roads","Kilometre","2,348.2",""
"2015","Malta","Motorways","Kilometre",":",""
"2015","Malta","E-roads","Kilometre",":",""
"2015","Netherlands","Motorways","Kilometre","2,730",""
"2015","Netherlands","E-roads","Kilometre",":",""
"2015","Austria","Motorways","Kilometre",":",""
"2015","Austria","E-roads","Kilometre",":",""
"2015","Poland","Motorways","Kilometre","1,559",""
"2015","Poland","E-roads","Kilometre","5,500",""
"2015","Portugal","Motorways","Kilometre","3,065","d"
"2015","Portugal","E-roads","Kilometre","2,241","d"
"2015","Romania","Motorways","Kilometre","747",""
"2015","Romania","E-roads","Kilometre","6,193",""
"2015","Slovenia","Motorways","Kilometre","773",""
"2015","Slovenia","E-roads","Kilometre","725",""
"2015","Slovakia","Motorways","Kilometre","463.1",""
"2015","Slovakia","E-roads","Kilometre","1,520.1",""
"2015","Finland","Motorways","Kilometre","881",""
"2015","Finland","E-roads","Kilometre","4,286",""
"2015","Sweden","Motorways","Kilometre","2,119",""
"2015","Sweden","E-roads","Kilometre","6,744",""
"2015","United Kingdom","Motorways","Kilometre","3,768.43",""
"2015","United Kingdom","E-roads","Kilometre",":",""
"2015","Iceland","Motorways","Kilometre",":",""
"2015","Iceland","E-roads","Kilometre",":",""
"2015","Norway","Motorways","Kilometre",":",""
"2015","Norway","E-roads","Kilometre",":",""
"2015","Switzerland","Motorways","Kilometre","1,440",""
"2015","Switzerland","E-roads","Kilometre",":",""
"2015","Former Yugoslav Republic of Macedonia, the","Motorways","Kilometre","259",""
"2015","Former Yugoslav Republic of Macedonia, the","E-roads","Kilometre","553",""
"2015","Turkey","Motorways","Kilometre","2,159",""
"2015","Turkey","E-roads","Kilometre","9,353",""
"2016","Belgium","Motorways","Kilometre",":",""
"2016","Belgium","E-roads","Kilometre",":",""
"2016","Bulgaria","Motorways","Kilometre","740",""
"2016","Bulgaria","E-roads","Kilometre","2,953",""
"2016","Czechia","Motorways","Kilometre","1,222.661","d"
"2016","Czechia","E-roads","Kilometre","2,627.91",""
"2016","Denmark","Motorways","Kilometre","1,255",""
"2016","Denmark","E-roads","Kilometre","945",""
"2016","Germany (until 1990 former territory of the FRG)","Motorways","Kilometre","12,996",""
"2016","Germany (until 1990 former territory of the FRG)","E-roads","Kilometre",":",""
"2016","Estonia","Motorways","Kilometre","145",""
"2016","Estonia","E-roads","Kilometre","953",""
"2016","Ireland","Motorways","Kilometre","916",""
"2016","Ireland","E-roads","Kilometre",":",""
"2016","Greece","Motorways","Kilometre",":",""
"2016","Greece","E-roads","Kilometre",":",""
"2016","Spain","Motorways","Kilometre","15,444",""
"2016","Spain","E-roads","Kilometre",":",""
"2016","France","Motorways","Kilometre","11,612",""
"2016","France","E-roads","Kilometre","12,797",""
"2016","Croatia","Motorways","Kilometre","1,310",""
"2016","Croatia","E-roads","Kilometre","2,251",""
"2016","Italy","Motorways","Kilometre",":",""
"2016","Italy","E-roads","Kilometre",":",""
"2016","Cyprus","Motorways","Kilometre","272",""
"2016","Cyprus","E-roads","Kilometre",":",""
"2016","Latvia","Motorways","Kilometre","0",""
"2016","Latvia","E-roads","Kilometre","202",""
"2016","Lithuania","Motorways","Kilometre","314",""
"2016","Lithuania","E-roads","Kilometre","1,639",""
"2016","Luxembourg","Motorways","Kilometre","161",""
"2016","Luxembourg","E-roads","Kilometre",":",""
"2016","Hungary","Motorways","Kilometre","1,924",""
"2016","Hungary","E-roads","Kilometre","2,338.9",""
"2016","Malta","Motorways","Kilometre",":",""
"2016","Malta","E-roads","Kilometre",":",""
"2016","Netherlands","Motorways","Kilometre","2,756",""
"2016","Netherlands","E-roads","Kilometre",":",""
"2016","Austria","Motorways","Kilometre",":",""
"2016","Austria","E-roads","Kilometre",":",""
"2016","Poland","Motorways","Kilometre","1,640",""
"2016","Poland","E-roads","Kilometre","5,500",""
"2016","Portugal","Motorways","Kilometre","3,065","d"
"2016","Portugal","E-roads","Kilometre","2,241","d"
"2016","Romania","Motorways","Kilometre","747",""
"2016","Romania","E-roads","Kilometre","6,200",""
"2016","Slovenia","Motorways","Kilometre","773",""
"2016","Slovenia","E-roads","Kilometre","725",""
"2016","Slovakia","Motorways","Kilometre","463.2",""
"2016","Slovakia","E-roads","Kilometre","1,520.76",""
"2016","Finland","Motorways","Kilometre","890",""
"2016","Finland","E-roads","Kilometre","4,286",""
"2016","Sweden","Motorways","Kilometre","2,118",""
"2016","Sweden","E-roads","Kilometre","6,745",""
"2016","United Kingdom","Motorways","Kilometre","3,764.33",""
"2016","United Kingdom","E-roads","Kilometre",":",""
"2016","Iceland","Motorways","Kilometre",":",""
"2016","Iceland","E-roads","Kilometre",":",""
"2016","Norway","Motorways","Kilometre",":",""
"2016","Norway","E-roads","Kilometre",":",""
"2016","Switzerland","Motorways","Kilometre","1,447",""
"2016","Switzerland","E-roads","Kilometre",":",""
"2016","Former Yugoslav Republic of Macedonia, the","Motorways","Kilometre","259",""
"2016","Former Yugoslav Republic of Macedonia, the","E-roads","Kilometre","553",""
"2016","Turkey","Motorways","Kilometre","2,542",""
"2016","Turkey","E-roads","Kilometre","9,353",""
